"nom du projet";"nom du site";"nom de la plateforme";"date prélèvement";"profondeur min réelle observée (m)";"profondeur max réelle observée (m)";"chlorophylle a strickland-parsons (µg/l)";"chlorophylle a scor-unesco (µg/l)"
"Suivi des lacs";"Léman";"SHL2";09/04/06;0;0;;"2.35"
"Suivi des lacs";"Léman";"SHL2";09/04/06;1;1;;"2.88"
"Suivi des lacs";"Léman";"SHL2";09/04/06;2;2;;"3.48"
"Suivi des lacs";"Léman";"SHL2";09/04/06;"3.5";"3.5";;"3.77"
"Suivi des lacs";"Léman";"SHL2";09/04/06;5;5;;"3.8"
"Suivi des lacs";"Léman";"SHL2";09/04/06;"7.5";"7.5";;"4.03"
"Suivi des lacs";"Léman";"SHL2";09/04/06;10;10;;"3.97"
"Suivi des lacs";"Léman";"SHL2";09/04/06;15;15;;"4.33"
"Suivi des lacs";"Léman";"SHL2";09/04/06;20;20;;"3.32"
"Suivi des lacs";"Léman";"SHL2";09/04/06;30;30;;"1.64"
"Suivi des lacs";"Léman";"SHL2";09/20/06;0;0;;"2.62"
"Suivi des lacs";"Léman";"SHL2";09/20/06;1;1;;"2.52"
"Suivi des lacs";"Léman";"SHL2";09/20/06;2;2;;"2.55"
"Suivi des lacs";"Léman";"SHL2";09/20/06;"3.5";"3.5";;"2.84"
"Suivi des lacs";"Léman";"SHL2";09/20/06;5;5;;"2.48"
"Suivi des lacs";"Léman";"SHL2";09/20/06;"7.5";"7.5";;"3.07"
"Suivi des lacs";"Léman";"SHL2";09/20/06;10;10;;"3.11"
"Suivi des lacs";"Léman";"SHL2";09/20/06;15;15;;"1.48"
"Suivi des lacs";"Léman";"SHL2";09/20/06;20;20;;"0.67"
"Suivi des lacs";"Léman";"SHL2";09/20/06;30;30;;"0.75"
"Suivi des lacs";"Léman";"SHL2";10/03/06;0;0;;"4.62"
"Suivi des lacs";"Léman";"SHL2";10/03/06;1;1;;"5.76"
"Suivi des lacs";"Léman";"SHL2";10/03/06;2;2;;"8.24"
"Suivi des lacs";"Léman";"SHL2";10/03/06;"3.5";"3.5";;"7.83"
"Suivi des lacs";"Léman";"SHL2";10/03/06;5;5;;"6.29"
"Suivi des lacs";"Léman";"SHL2";10/03/06;"7.5";"7.5";;"5.72"
"Suivi des lacs";"Léman";"SHL2";10/03/06;10;10;;"5.41"
"Suivi des lacs";"Léman";"SHL2";10/03/06;15;15;;"3.16"
"Suivi des lacs";"Léman";"SHL2";10/03/06;20;20;;"1.54"
"Suivi des lacs";"Léman";"SHL2";10/03/06;30;30;;"0.5"
"Suivi des lacs";"Léman";"SHL2";10/17/06;0;0;;"4.25"
"Suivi des lacs";"Léman";"SHL2";10/17/06;1;1;;"4.05"
"Suivi des lacs";"Léman";"SHL2";10/17/06;2;2;;"4.19"
"Suivi des lacs";"Léman";"SHL2";10/17/06;"3.5";"3.5";;"4.06"
"Suivi des lacs";"Léman";"SHL2";10/17/06;5;5;;"4.23"
"Suivi des lacs";"Léman";"SHL2";10/17/06;"7.5";"7.5";;"4.1"
"Suivi des lacs";"Léman";"SHL2";10/17/06;10;10;;"2.13"
"Suivi des lacs";"Léman";"SHL2";10/17/06;15;15;;"1.7"
"Suivi des lacs";"Léman";"SHL2";10/17/06;20;20;;"0.89"
"Suivi des lacs";"Léman";"SHL2";10/17/06;30;30;;"0.46"
"Suivi des lacs";"Léman";"SHL2";11/07/06;0;0;;"5.07"
"Suivi des lacs";"Léman";"SHL2";11/07/06;1;1;;"5.32"
"Suivi des lacs";"Léman";"SHL2";11/07/06;2;2;;"5.22"
"Suivi des lacs";"Léman";"SHL2";11/07/06;"3.5";"3.5";;"5.08"
"Suivi des lacs";"Léman";"SHL2";11/07/06;5;5;;"5.36"
"Suivi des lacs";"Léman";"SHL2";11/07/06;"7.5";"7.5";;"5.93"
"Suivi des lacs";"Léman";"SHL2";11/07/06;10;10;;"4.41"
"Suivi des lacs";"Léman";"SHL2";11/07/06;15;15;;"3.61"
"Suivi des lacs";"Léman";"SHL2";11/07/06;20;20;;"2.73"
"Suivi des lacs";"Léman";"SHL2";11/07/06;30;30;;"1.39"
"Suivi des lacs";"Léman";"SHL2";11/20/06;0;0;;"6.39"
"Suivi des lacs";"Léman";"SHL2";11/20/06;1;1;;"6.62"
"Suivi des lacs";"Léman";"SHL2";11/20/06;2;2;;"6.88"
"Suivi des lacs";"Léman";"SHL2";11/20/06;"3.5";"3.5";;"5.63"
"Suivi des lacs";"Léman";"SHL2";11/20/06;5;5;;"6.57"
"Suivi des lacs";"Léman";"SHL2";11/20/06;"7.5";"7.5";;"5.69"
"Suivi des lacs";"Léman";"SHL2";11/20/06;10;10;;"5.8"
"Suivi des lacs";"Léman";"SHL2";11/20/06;15;15;;"6.95"
"Suivi des lacs";"Léman";"SHL2";11/20/06;20;20;;"6.07"
"Suivi des lacs";"Léman";"SHL2";11/20/06;30;30;;"2.4"
"Suivi des lacs";"Léman";"SHL2";12/11/06;0;0;;"4.11"
"Suivi des lacs";"Léman";"SHL2";12/11/06;1;1;;"4.26"
"Suivi des lacs";"Léman";"SHL2";12/11/06;2;2;;"4.14"
"Suivi des lacs";"Léman";"SHL2";12/11/06;"3.5";"3.5";;"4.5"
"Suivi des lacs";"Léman";"SHL2";12/11/06;5;5;;"4.87"
"Suivi des lacs";"Léman";"SHL2";12/11/06;"7.5";"7.5";;"3.91"
"Suivi des lacs";"Léman";"SHL2";12/11/06;10;10;;"4.11"
"Suivi des lacs";"Léman";"SHL2";12/11/06;15;15;;"3.89"
"Suivi des lacs";"Léman";"SHL2";12/11/06;20;20;;"4.36"
"Suivi des lacs";"Léman";"SHL2";12/11/06;30;30;;"4.23"
"Suivi des lacs";"Léman";"SHL2";01/15/07;0;0;;"2.85"
"Suivi des lacs";"Léman";"SHL2";01/15/07;1;1;;"3.24"
"Suivi des lacs";"Léman";"SHL2";01/15/07;2;2;;"3.47"
"Suivi des lacs";"Léman";"SHL2";01/15/07;"3.5";"3.5";;"3.13"
"Suivi des lacs";"Léman";"SHL2";01/15/07;5;5;;"3.4"
"Suivi des lacs";"Léman";"SHL2";01/15/07;"7.5";"7.5";;"3.05"
"Suivi des lacs";"Léman";"SHL2";01/15/07;10;10;;"3.28"
"Suivi des lacs";"Léman";"SHL2";01/15/07;15;15;;"3.27"
"Suivi des lacs";"Léman";"SHL2";01/15/07;20;20;;"3.07"
"Suivi des lacs";"Léman";"SHL2";01/15/07;30;30;;"2.64"
"Suivi des lacs";"Léman";"SHL2";02/20/07;0;0;;"2.83"
"Suivi des lacs";"Léman";"SHL2";02/20/07;1;1;;"3.02"
"Suivi des lacs";"Léman";"SHL2";02/20/07;2;2;;"2.87"
"Suivi des lacs";"Léman";"SHL2";02/20/07;"3.5";"3.5";;"3.09"
"Suivi des lacs";"Léman";"SHL2";02/20/07;5;5;;"3.35"
"Suivi des lacs";"Léman";"SHL2";02/20/07;"7.5";"7.5";;3
"Suivi des lacs";"Léman";"SHL2";02/20/07;10;10;;"2.79"
"Suivi des lacs";"Léman";"SHL2";02/20/07;15;15;;"3.25"
"Suivi des lacs";"Léman";"SHL2";02/20/07;20;20;;"2.92"
"Suivi des lacs";"Léman";"SHL2";02/20/07;30;30;;"2.82"
"Suivi des lacs";"Léman";"SHL2";03/06/07;0;0;;"3.37"
"Suivi des lacs";"Léman";"SHL2";03/06/07;1;1;;"3.23"
"Suivi des lacs";"Léman";"SHL2";03/06/07;2;2;;"3.11"
"Suivi des lacs";"Léman";"SHL2";03/06/07;"3.5";"3.5";;"3.37"
"Suivi des lacs";"Léman";"SHL2";03/06/07;5;5;;"3.82"
"Suivi des lacs";"Léman";"SHL2";03/06/07;"7.5";"7.5";;"3.14"
"Suivi des lacs";"Léman";"SHL2";03/06/07;10;10;;"3.35"
"Suivi des lacs";"Léman";"SHL2";03/06/07;15;15;;"3.74"
"Suivi des lacs";"Léman";"SHL2";03/06/07;20;20;;"3.67"
"Suivi des lacs";"Léman";"SHL2";03/06/07;30;30;;"3.33"
"Suivi des lacs";"Léman";"SHL2";03/22/07;0;0;;"5.91"
"Suivi des lacs";"Léman";"SHL2";03/22/07;1;1;;"5.51"
"Suivi des lacs";"Léman";"SHL2";03/22/07;2;2;;"5.14"
"Suivi des lacs";"Léman";"SHL2";03/22/07;"3.5";"3.5";;5
"Suivi des lacs";"Léman";"SHL2";03/22/07;5;5;;"4.96"
"Suivi des lacs";"Léman";"SHL2";03/22/07;"7.5";"7.5";;"5.01"
"Suivi des lacs";"Léman";"SHL2";03/22/07;10;10;;"4.81"
"Suivi des lacs";"Léman";"SHL2";03/22/07;15;15;;"4.69"
"Suivi des lacs";"Léman";"SHL2";03/22/07;20;20;;"4.74"
"Suivi des lacs";"Léman";"SHL2";03/22/07;30;30;;"4.75"
"Suivi des lacs";"Léman";"SHL2";04/02/07;0;0;;"8.55"
"Suivi des lacs";"Léman";"SHL2";04/02/07;1;1;;"8.41"
"Suivi des lacs";"Léman";"SHL2";04/02/07;2;2;;"9.07"
"Suivi des lacs";"Léman";"SHL2";04/02/07;"3.5";"3.5";;"9.18"
"Suivi des lacs";"Léman";"SHL2";04/02/07;5;5;;"10.25"
"Suivi des lacs";"Léman";"SHL2";04/02/07;"7.5";"7.5";;"8.52"
"Suivi des lacs";"Léman";"SHL2";04/02/07;10;10;;"9.27"
"Suivi des lacs";"Léman";"SHL2";04/02/07;15;15;;"5.96"
"Suivi des lacs";"Léman";"SHL2";04/02/07;20;20;;"4.9"
"Suivi des lacs";"Léman";"SHL2";04/02/07;30;30;;"2.82"
"Suivi des lacs";"Léman";"SHL2";04/16/07;0;0;;"5.86"
"Suivi des lacs";"Léman";"SHL2";04/16/07;1;1;;"10.85"
"Suivi des lacs";"Léman";"SHL2";04/16/07;2;2;;"14.61"
"Suivi des lacs";"Léman";"SHL2";04/16/07;"3.5";"3.5";;"13.41"
"Suivi des lacs";"Léman";"SHL2";04/16/07;5;5;;"10.14"
"Suivi des lacs";"Léman";"SHL2";04/16/07;"7.5";"7.5";;"6.33"
"Suivi des lacs";"Léman";"SHL2";04/16/07;10;10;;"4.33"
"Suivi des lacs";"Léman";"SHL2";04/16/07;15;15;;"5.81"
"Suivi des lacs";"Léman";"SHL2";04/16/07;20;20;;"2.89"
"Suivi des lacs";"Léman";"SHL2";04/16/07;30;30;;"1.75"
"Suivi des lacs";"Léman";"SHL2";05/21/07;0;0;;"0.97"
"Suivi des lacs";"Léman";"SHL2";05/21/07;1;1;;"2.18"
"Suivi des lacs";"Léman";"SHL2";05/21/07;2;2;;"3.13"
"Suivi des lacs";"Léman";"SHL2";05/21/07;"3.5";"3.5";;"3.52"
"Suivi des lacs";"Léman";"SHL2";05/21/07;5;5;;"3.22"
"Suivi des lacs";"Léman";"SHL2";05/21/07;"7.5";"7.5";;"3.93"
"Suivi des lacs";"Léman";"SHL2";05/21/07;10;10;;"4.28"
"Suivi des lacs";"Léman";"SHL2";05/21/07;15;15;;"4.92"
"Suivi des lacs";"Léman";"SHL2";05/21/07;20;20;;"2.84"
"Suivi des lacs";"Léman";"SHL2";05/21/07;30;30;;"0.61"
"Suivi des lacs";"Léman";"SHL2";06/04/07;0;0;;"1.56"
"Suivi des lacs";"Léman";"SHL2";06/04/07;1;1;;"3.52"
"Suivi des lacs";"Léman";"SHL2";06/04/07;2;2;;"5.05"
"Suivi des lacs";"Léman";"SHL2";06/04/07;"3.5";"3.5";;"5.57"
"Suivi des lacs";"Léman";"SHL2";06/04/07;5;5;;"4.95"
"Suivi des lacs";"Léman";"SHL2";06/04/07;"7.5";"7.5";;"6.32"
"Suivi des lacs";"Léman";"SHL2";06/04/07;10;10;;"6.85"
"Suivi des lacs";"Léman";"SHL2";06/04/07;15;15;;"7.79"
"Suivi des lacs";"Léman";"SHL2";06/04/07;20;20;;"4.45"
"Suivi des lacs";"Léman";"SHL2";06/04/07;30;30;;"0.93"
"Suivi des lacs";"Léman";"SHL2";06/12/07;0;0;;"2.16"
"Suivi des lacs";"Léman";"SHL2";06/12/07;1;1;;"2.93"
"Suivi des lacs";"Léman";"SHL2";06/12/07;2;2;;"2.65"
"Suivi des lacs";"Léman";"SHL2";06/12/07;"3.5";"3.5";;"3.63"
"Suivi des lacs";"Léman";"SHL2";06/12/07;5;5;;"4.45"
"Suivi des lacs";"Léman";"SHL2";06/12/07;"7.5";"7.5";;4
"Suivi des lacs";"Léman";"SHL2";06/12/07;10;10;;"4.74"
"Suivi des lacs";"Léman";"SHL2";06/12/07;15;15;;"4.95"
"Suivi des lacs";"Léman";"SHL2";06/12/07;20;20;;"5.73"
"Suivi des lacs";"Léman";"SHL2";06/12/07;30;30;;"5.26"
"Suivi des lacs";"Léman";"SHL2";07/09/07;0;0;;"20.38"
"Suivi des lacs";"Léman";"SHL2";07/09/07;1;1;;"29.26"
"Suivi des lacs";"Léman";"SHL2";07/09/07;2;2;;"28.94"
"Suivi des lacs";"Léman";"SHL2";07/09/07;"3.5";"3.5";;"27.59"
"Suivi des lacs";"Léman";"SHL2";07/09/07;5;5;;"22.99"
"Suivi des lacs";"Léman";"SHL2";07/09/07;"7.5";"7.5";;"36.42"
"Suivi des lacs";"Léman";"SHL2";07/09/07;10;10;;"25.09"
"Suivi des lacs";"Léman";"SHL2";07/09/07;15;15;;"22.48"
"Suivi des lacs";"Léman";"SHL2";07/09/07;20;20;;"16.5"
"Suivi des lacs";"Léman";"SHL2";07/09/07;30;30;;"4.39"
"Suivi des lacs";"Léman";"SHL2";07/25/07;0;0;;"3.25"
"Suivi des lacs";"Léman";"SHL2";07/25/07;1;1;;"5.32"
"Suivi des lacs";"Léman";"SHL2";07/25/07;2;2;;"5.82"
"Suivi des lacs";"Léman";"SHL2";07/25/07;"3.5";"3.5";;"4.72"
"Suivi des lacs";"Léman";"SHL2";07/25/07;5;5;;"5.89"
"Suivi des lacs";"Léman";"SHL2";07/25/07;"7.5";"7.5";;"8.63"
"Suivi des lacs";"Léman";"SHL2";07/25/07;10;10;;"6.59"
"Suivi des lacs";"Léman";"SHL2";07/25/07;15;15;;"9.2"
"Suivi des lacs";"Léman";"SHL2";07/25/07;20;20;;"11.36"
"Suivi des lacs";"Léman";"SHL2";07/25/07;30;30;;"5.11"
"Suivi des lacs";"Léman";"SHL2";08/06/07;0;0;;"3.21"
"Suivi des lacs";"Léman";"SHL2";08/06/07;1;1;;"4.57"
"Suivi des lacs";"Léman";"SHL2";08/06/07;2;2;;"5.3"
"Suivi des lacs";"Léman";"SHL2";08/06/07;"3.5";"3.5";;"4.61"
"Suivi des lacs";"Léman";"SHL2";08/06/07;5;5;;"4.97"
"Suivi des lacs";"Léman";"SHL2";08/06/07;"7.5";"7.5";;"6.12"
"Suivi des lacs";"Léman";"SHL2";08/06/07;10;10;;"4.1"
"Suivi des lacs";"Léman";"SHL2";08/06/07;15;15;;"10.89"
"Suivi des lacs";"Léman";"SHL2";08/06/07;20;20;;"14.83"
"Suivi des lacs";"Léman";"SHL2";08/06/07;30;30;;"8.36"
"Suivi des lacs";"Léman";"SHL2";08/27/07;0;0;;"3.27"
"Suivi des lacs";"Léman";"SHL2";08/27/07;1;1;;"4.27"
"Suivi des lacs";"Léman";"SHL2";08/27/07;2;2;;"3.58"
"Suivi des lacs";"Léman";"SHL2";08/27/07;"3.5";"3.5";;"4.18"
"Suivi des lacs";"Léman";"SHL2";08/27/07;5;5;;"10.92"
"Suivi des lacs";"Léman";"SHL2";08/27/07;"7.5";"7.5";;"7.01"
"Suivi des lacs";"Léman";"SHL2";08/27/07;10;10;;"11.29"
"Suivi des lacs";"Léman";"SHL2";08/27/07;15;15;;"11.5"
"Suivi des lacs";"Léman";"SHL2";08/27/07;20;20;;"8.57"
"Suivi des lacs";"Léman";"SHL2";08/27/07;30;30;;"3.35"
"Suivi des lacs";"Léman";"SHL2";09/17/07;0;0;;"3.8"
"Suivi des lacs";"Léman";"SHL2";09/17/07;1;1;;"4.43"
"Suivi des lacs";"Léman";"SHL2";09/17/07;2;2;;"4.45"
"Suivi des lacs";"Léman";"SHL2";09/17/07;"3.5";"3.5";;"5.57"
"Suivi des lacs";"Léman";"SHL2";09/17/07;5;5;;"7.62"
"Suivi des lacs";"Léman";"SHL2";09/17/07;"7.5";"7.5";;"4.55"
"Suivi des lacs";"Léman";"SHL2";09/17/07;10;10;;"8.93"
"Suivi des lacs";"Léman";"SHL2";09/17/07;15;15;;"5.24"
"Suivi des lacs";"Léman";"SHL2";09/17/07;20;20;;"5.1"
"Suivi des lacs";"Léman";"SHL2";09/17/07;30;30;;"1.89"
"Suivi des lacs";"Léman";"SHL2";10/01/07;0;0;;"16.58"
"Suivi des lacs";"Léman";"SHL2";10/01/07;1;1;;"18.36"
"Suivi des lacs";"Léman";"SHL2";10/01/07;2;2;;"15.99"
"Suivi des lacs";"Léman";"SHL2";10/01/07;"3.5";"3.5";;"18.75"
"Suivi des lacs";"Léman";"SHL2";10/01/07;5;5;;"17.89"
"Suivi des lacs";"Léman";"SHL2";10/01/07;"7.5";"7.5";;"18.29"
"Suivi des lacs";"Léman";"SHL2";10/01/07;10;10;;"17.15"
"Suivi des lacs";"Léman";"SHL2";10/01/07;15;15;;"14.2"
"Suivi des lacs";"Léman";"SHL2";10/01/07;20;20;;"12.83"
"Suivi des lacs";"Léman";"SHL2";10/01/07;30;30;;"6.33"
"Suivi des lacs";"Léman";"SHL2";10/15/07;0;0;;"5.5"
"Suivi des lacs";"Léman";"SHL2";10/15/07;1;1;;"4.44"
"Suivi des lacs";"Léman";"SHL2";10/15/07;2;2;;"5.47"
"Suivi des lacs";"Léman";"SHL2";10/15/07;"3.5";"3.5";;"5.98"
"Suivi des lacs";"Léman";"SHL2";10/15/07;5;5;;"5.36"
"Suivi des lacs";"Léman";"SHL2";10/15/07;"7.5";"7.5";;"4.69"
"Suivi des lacs";"Léman";"SHL2";10/15/07;10;10;;"5.05"
"Suivi des lacs";"Léman";"SHL2";10/15/07;15;15;;"3.09"
"Suivi des lacs";"Léman";"SHL2";10/15/07;20;20;;"2.24"
"Suivi des lacs";"Léman";"SHL2";10/15/07;30;30;;"1.26"
"Suivi des lacs";"Léman";"SHL2";11/19/07;0;0;;"5.35"
"Suivi des lacs";"Léman";"SHL2";11/19/07;1;1;;"6.17"
"Suivi des lacs";"Léman";"SHL2";11/19/07;2;2;;"6.02"
"Suivi des lacs";"Léman";"SHL2";11/19/07;"3.5";"3.5";;"5.06"
"Suivi des lacs";"Léman";"SHL2";11/19/07;5;5;;"5.49"
"Suivi des lacs";"Léman";"SHL2";11/19/07;"7.5";"7.5";;"6.32"
"Suivi des lacs";"Léman";"SHL2";11/19/07;10;10;;5
"Suivi des lacs";"Léman";"SHL2";11/19/07;15;15;;"5.73"
"Suivi des lacs";"Léman";"SHL2";11/19/07;20;20;;"5.23"
"Suivi des lacs";"Léman";"SHL2";11/19/07;30;30;;"3.38"
"Suivi des lacs";"Léman";"SHL2";12/05/07;0;0;;"2.55"
"Suivi des lacs";"Léman";"SHL2";12/05/07;1;1;;"2.63"
"Suivi des lacs";"Léman";"SHL2";12/05/07;2;2;;"2.6"
"Suivi des lacs";"Léman";"SHL2";12/05/07;"3.5";"3.5";;"2.38"
"Suivi des lacs";"Léman";"SHL2";12/05/07;5;5;;"2.52"
"Suivi des lacs";"Léman";"SHL2";12/05/07;"7.5";"7.5";;"2.51"
"Suivi des lacs";"Léman";"SHL2";12/05/07;10;10;;"2.49"
"Suivi des lacs";"Léman";"SHL2";12/05/07;15;15;;"2.45"
"Suivi des lacs";"Léman";"SHL2";12/05/07;20;20;;"2.54"
"Suivi des lacs";"Léman";"SHL2";12/05/07;30;30;;"2.42"
"Suivi des lacs";"Léman";"SHL2";01/08/08;0;0;;"0.8"
"Suivi des lacs";"Léman";"SHL2";01/08/08;1;1;;"0.83"
"Suivi des lacs";"Léman";"SHL2";01/08/08;2;2;;"0.79"
"Suivi des lacs";"Léman";"SHL2";01/08/08;"3.5";"3.5";;"0.84"
"Suivi des lacs";"Léman";"SHL2";01/08/08;5;5;;"0.75"
"Suivi des lacs";"Léman";"SHL2";01/08/08;"7.5";"7.5";;"0.73"
"Suivi des lacs";"Léman";"SHL2";01/08/08;10;10;;"0.66"
"Suivi des lacs";"Léman";"SHL2";01/08/08;15;15;;"0.73"
"Suivi des lacs";"Léman";"SHL2";01/08/08;20;20;;"0.74"
"Suivi des lacs";"Léman";"SHL2";01/08/08;30;30;;"0.7"
"Suivi des lacs";"Léman";"SHL2";02/11/08;0;0;;"1.11"
"Suivi des lacs";"Léman";"SHL2";02/11/08;1;1;;"1.29"
"Suivi des lacs";"Léman";"SHL2";02/11/08;2;2;;"1.29"
"Suivi des lacs";"Léman";"SHL2";02/11/08;"3.5";"3.5";;"1.3"
"Suivi des lacs";"Léman";"SHL2";02/11/08;5;5;;"1.35"
"Suivi des lacs";"Léman";"SHL2";02/11/08;"7.5";"7.5";;"1.01"
"Suivi des lacs";"Léman";"SHL2";02/11/08;10;10;;"1.18"
"Suivi des lacs";"Léman";"SHL2";02/11/08;15;15;;"1.1"
"Suivi des lacs";"Léman";"SHL2";02/11/08;20;20;;"1.26"
"Suivi des lacs";"Léman";"SHL2";02/11/08;30;30;;"1.41"
"Suivi des lacs";"Léman";"SHL2";03/03/08;0;0;;"4.44"
"Suivi des lacs";"Léman";"SHL2";03/03/08;1;1;;"4.88"
"Suivi des lacs";"Léman";"SHL2";03/03/08;2;2;;"3.82"
"Suivi des lacs";"Léman";"SHL2";03/03/08;"3.5";"3.5";;"3.81"
"Suivi des lacs";"Léman";"SHL2";03/03/08;5;5;;"4.69"
"Suivi des lacs";"Léman";"SHL2";03/03/08;"7.5";"7.5";;"3.66"
"Suivi des lacs";"Léman";"SHL2";03/03/08;10;10;;"5.02"
"Suivi des lacs";"Léman";"SHL2";03/03/08;15;15;;"4.12"
"Suivi des lacs";"Léman";"SHL2";03/03/08;20;20;;"3.59"
"Suivi des lacs";"Léman";"SHL2";03/03/08;30;30;;"3.2"
"Suivi des lacs";"Léman";"SHL2";03/31/08;0;0;;"3.26"
"Suivi des lacs";"Léman";"SHL2";03/31/08;1;1;;"3.83"
"Suivi des lacs";"Léman";"SHL2";03/31/08;2;2;;"4.19"
"Suivi des lacs";"Léman";"SHL2";03/31/08;"3.5";"3.5";;"4.15"
"Suivi des lacs";"Léman";"SHL2";03/31/08;5;5;;"3.97"
"Suivi des lacs";"Léman";"SHL2";03/31/08;"7.5";"7.5";;"3.31"
"Suivi des lacs";"Léman";"SHL2";03/31/08;10;10;;"3.3"
"Suivi des lacs";"Léman";"SHL2";03/31/08;15;15;;"2.41"
"Suivi des lacs";"Léman";"SHL2";03/31/08;20;20;;"2.6"
"Suivi des lacs";"Léman";"SHL2";03/31/08;30;30;;"2.15"
"Suivi des lacs";"Léman";"SHL2";04/09/08;0;0;;"6.69"
"Suivi des lacs";"Léman";"SHL2";04/09/08;1;1;;"6.91"
"Suivi des lacs";"Léman";"SHL2";04/09/08;2;2;;"6.87"
"Suivi des lacs";"Léman";"SHL2";04/09/08;"3.5";"3.5";;"6.85"
"Suivi des lacs";"Léman";"SHL2";04/09/08;5;5;;"7.19"
"Suivi des lacs";"Léman";"SHL2";04/09/08;"7.5";"7.5";;"6.84"
"Suivi des lacs";"Léman";"SHL2";04/09/08;10;10;;"6.94"
"Suivi des lacs";"Léman";"SHL2";04/09/08;15;15;;"6.6"
"Suivi des lacs";"Léman";"SHL2";04/09/08;20;20;;"5.22"
"Suivi des lacs";"Léman";"SHL2";04/09/08;30;30;;"3.51"
"Suivi des lacs";"Léman";"SHL2";04/21/08;0;0;;"10.06"
"Suivi des lacs";"Léman";"SHL2";04/21/08;1;1;;"12.02"
"Suivi des lacs";"Léman";"SHL2";04/21/08;2;2;;"11.91"
"Suivi des lacs";"Léman";"SHL2";04/21/08;"3.5";"3.5";;"7.63"
"Suivi des lacs";"Léman";"SHL2";04/21/08;5;5;;"7.33"
"Suivi des lacs";"Léman";"SHL2";04/21/08;"7.5";"7.5";;"5.56"
"Suivi des lacs";"Léman";"SHL2";04/21/08;10;10;;"4.44"
"Suivi des lacs";"Léman";"SHL2";04/21/08;15;15;;"3.15"
"Suivi des lacs";"Léman";"SHL2";04/21/08;20;20;;"2.95"
"Suivi des lacs";"Léman";"SHL2";04/21/08;30;30;;"1.88"
"Suivi des lacs";"Léman";"SHL2";05/13/08;0;0;;"1.45"
"Suivi des lacs";"Léman";"SHL2";05/13/08;1;1;;"2.85"
"Suivi des lacs";"Léman";"SHL2";05/13/08;2;2;;"0.82"
"Suivi des lacs";"Léman";"SHL2";05/13/08;"3.5";"3.5";;"4.13"
"Suivi des lacs";"Léman";"SHL2";05/13/08;5;5;;"4.1"
"Suivi des lacs";"Léman";"SHL2";05/13/08;"7.5";"7.5";;"5.24"
"Suivi des lacs";"Léman";"SHL2";05/13/08;10;10;;"6.96"
"Suivi des lacs";"Léman";"SHL2";05/13/08;15;15;;"1.8"
"Suivi des lacs";"Léman";"SHL2";05/13/08;20;20;;"1.1"
"Suivi des lacs";"Léman";"SHL2";05/13/08;30;30;;"1.27"
"Suivi des lacs";"Léman";"SHL2";05/22/08;0;0;;"2.72"
"Suivi des lacs";"Léman";"SHL2";05/22/08;1;1;;"4.27"
"Suivi des lacs";"Léman";"SHL2";05/22/08;2;2;;"4.83"
"Suivi des lacs";"Léman";"SHL2";05/22/08;"3.5";"3.5";;"4.67"
"Suivi des lacs";"Léman";"SHL2";05/22/08;5;5;;"3.79"
"Suivi des lacs";"Léman";"SHL2";05/22/08;"7.5";"7.5";;"1.73"
"Suivi des lacs";"Léman";"SHL2";05/22/08;10;10;;"1.48"
"Suivi des lacs";"Léman";"SHL2";05/22/08;15;15;;"1.29"
"Suivi des lacs";"Léman";"SHL2";05/22/08;20;20;;"1.05"
"Suivi des lacs";"Léman";"SHL2";05/22/08;30;30;;"0.62"
"Suivi des lacs";"Léman";"SHL2";06/02/08;0;0;;"2.97"
"Suivi des lacs";"Léman";"SHL2";06/02/08;1;1;;"6.33"
"Suivi des lacs";"Léman";"SHL2";06/02/08;2;2;;"6.53"
"Suivi des lacs";"Léman";"SHL2";06/02/08;"3.5";"3.5";;"5.92"
"Suivi des lacs";"Léman";"SHL2";06/02/08;5;5;;"6.4"
"Suivi des lacs";"Léman";"SHL2";06/02/08;"7.5";"7.5";;"5.9"
"Suivi des lacs";"Léman";"SHL2";06/02/08;10;10;;"5.32"
"Suivi des lacs";"Léman";"SHL2";06/02/08;15;15;;"4.61"
"Suivi des lacs";"Léman";"SHL2";06/02/08;20;20;;"2.52"
"Suivi des lacs";"Léman";"SHL2";06/02/08;30;30;;"0.8"
"Suivi des lacs";"Léman";"SHL2";06/17/08;0;0;;"3.9"
"Suivi des lacs";"Léman";"SHL2";06/17/08;1;1;;"4.32"
"Suivi des lacs";"Léman";"SHL2";06/17/08;2;2;;"4.34"
"Suivi des lacs";"Léman";"SHL2";06/17/08;"3.5";"3.5";;"3.95"
"Suivi des lacs";"Léman";"SHL2";06/17/08;5;5;;"4.35"
"Suivi des lacs";"Léman";"SHL2";06/17/08;"7.5";"7.5";;"5.04"
"Suivi des lacs";"Léman";"SHL2";06/17/08;10;10;;"5.13"
"Suivi des lacs";"Léman";"SHL2";06/17/08;15;15;;"4.52"
"Suivi des lacs";"Léman";"SHL2";06/17/08;20;20;;"2.24"
"Suivi des lacs";"Léman";"SHL2";06/17/08;30;30;;"1.58"
"Suivi des lacs";"Léman";"SHL2";07/10/08;0;0;;"2.44"
"Suivi des lacs";"Léman";"SHL2";07/10/08;1;1;;"2.42"
"Suivi des lacs";"Léman";"SHL2";07/10/08;2;2;;"2.33"
"Suivi des lacs";"Léman";"SHL2";07/10/08;"3.5";"3.5";;"2.73"
